"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 17 10:46:37 UTC 2026","Thu Sep 17 10:47:29 UTC 2026","51966","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[webkit]",""
"passed","Thu Sep 17 10:47:32 UTC 2026","Thu Sep 17 10:47:55 UTC 2026","23505","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[webkit]",""
"failed","Thu Sep 17 10:46:24 UTC 2026","Thu Sep 17 10:46:44 UTC 2026","19656","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[chromium]",""
"passed","Thu Sep 17 10:45:57 UTC 2026","Thu Sep 17 10:46:11 UTC 2026","13317","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[firefox-wrongemail@test.com-wrongpass]",""
"failed","Thu Sep 17 10:47:57 UTC 2026","Thu Sep 17 10:48:26 UTC 2026","29038","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[webkit]",""
"passed","Thu Sep 17 10:45:58 UTC 2026","Thu Sep 17 10:46:36 UTC 2026","37938","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[firefox]",""
"passed","Thu Sep 17 10:47:35 UTC 2026","Thu Sep 17 10:48:34 UTC 2026","59626","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[webkit]",""
"passed","Thu Sep 17 10:46:59 UTC 2026","Thu Sep 17 10:47:14 UTC 2026","15050","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[firefox]",""
"passed","Thu Sep 17 10:46:21 UTC 2026","Thu Sep 17 10:47:28 UTC 2026","67368","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[webkit]",""
"passed","Thu Sep 17 10:46:21 UTC 2026","Thu Sep 17 10:46:37 UTC 2026","15904","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[webkit-wrongemail@test.com-wrongpass]",""
"failed","Thu Sep 17 10:47:07 UTC 2026","Thu Sep 17 10:47:27 UTC 2026","19551","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[chromium]",""
"failed","Thu Sep 17 10:47:49 UTC 2026","Thu Sep 17 10:48:09 UTC 2026","19486","tests","test_test_cases","TestProducts","","","test_case_09_search_product[chromium]",""
"passed","Thu Sep 17 10:46:41 UTC 2026","Thu Sep 17 10:46:58 UTC 2026","17088","tests","test_test_cases","TestProducts","","","test_case_09_search_product[firefox]",""
"passed","Thu Sep 17 10:46:21 UTC 2026","Thu Sep 17 10:47:30 UTC 2026","69756","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[webkit]",""
"failed","Thu Sep 17 10:47:07 UTC 2026","Thu Sep 17 10:47:26 UTC 2026","19533","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[chromium]",""
"passed","Thu Sep 17 10:46:12 UTC 2026","Thu Sep 17 10:46:53 UTC 2026","41291","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[firefox]",""
"passed","Thu Sep 17 10:45:58 UTC 2026","Thu Sep 17 10:46:56 UTC 2026","58631","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[firefox]",""
"passed","Thu Sep 17 10:46:45 UTC 2026","Thu Sep 17 10:47:17 UTC 2026","32063","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[webkit]",""
"passed","Thu Sep 17 10:45:58 UTC 2026","Thu Sep 17 10:46:08 UTC 2026","10787","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[firefox]",""
"failed","Thu Sep 17 10:46:24 UTC 2026","Thu Sep 17 10:46:44 UTC 2026","19582","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[chromium]",""
"failed","Thu Sep 17 10:46:24 UTC 2026","Thu Sep 17 10:46:43 UTC 2026","19547","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[chromium]",""
"failed","Thu Sep 17 10:47:07 UTC 2026","Thu Sep 17 10:47:27 UTC 2026","19585","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[chromium]",""
"passed","Thu Sep 17 10:46:09 UTC 2026","Thu Sep 17 10:46:40 UTC 2026","30688","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[firefox]",""
"passed","Thu Sep 17 10:47:32 UTC 2026","Thu Sep 17 10:47:54 UTC 2026","21997","tests","test_test_cases","TestProducts","","","test_case_09_search_product[webkit]",""
"passed","Thu Sep 17 10:46:38 UTC 2026","Thu Sep 17 10:47:23 UTC 2026","45196","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[firefox]",""
"passed","Thu Sep 17 10:46:21 UTC 2026","Thu Sep 17 10:46:43 UTC 2026","22353","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[webkit]",""
"failed","Thu Sep 17 10:46:24 UTC 2026","Thu Sep 17 10:46:44 UTC 2026","19595","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[chromium-wrongemail@test.com-wrongpass]",""
"failed","Thu Sep 17 10:47:50 UTC 2026","Thu Sep 17 10:48:09 UTC 2026","19492","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[chromium]",""
"failed","Thu Sep 17 10:47:07 UTC 2026","Thu Sep 17 10:47:27 UTC 2026","19621","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[chromium]",""
"passed","Thu Sep 17 10:46:55 UTC 2026","Thu Sep 17 10:47:07 UTC 2026","12151","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[firefox]",""
