"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 20 10:23:35 UTC 2026","Sun Sep 20 10:23:48 UTC 2026","12756","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[firefox]",""
"passed","Sun Sep 20 10:24:35 UTC 2026","Sun Sep 20 10:25:18 UTC 2026","43466","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[webkit]",""
"passed","Sun Sep 20 10:23:35 UTC 2026","Sun Sep 20 10:24:36 UTC 2026","60150","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[firefox]",""
"passed","Sun Sep 20 10:24:06 UTC 2026","Sun Sep 20 10:24:52 UTC 2026","45739","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[chromium]",""
"passed","Sun Sep 20 10:24:17 UTC 2026","Sun Sep 20 10:25:03 UTC 2026","45350","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[firefox]",""
"passed","Sun Sep 20 10:23:35 UTC 2026","Sun Sep 20 10:23:51 UTC 2026","16184","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[firefox-wrongemail@test.com-wrongpass]",""
"passed","Sun Sep 20 10:24:18 UTC 2026","Sun Sep 20 10:25:00 UTC 2026","42047","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[webkit]",""
"passed","Sun Sep 20 10:24:25 UTC 2026","Sun Sep 20 10:24:43 UTC 2026","17610","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[chromium]",""
"passed","Sun Sep 20 10:23:24 UTC 2026","Sun Sep 20 10:23:40 UTC 2026","15627","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[chromium-wrongemail@test.com-wrongpass]",""
"passed","Sun Sep 20 10:23:52 UTC 2026","Sun Sep 20 10:24:32 UTC 2026","39369","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[firefox]",""
"passed","Sun Sep 20 10:24:34 UTC 2026","Sun Sep 20 10:24:45 UTC 2026","11744","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[firefox]",""
"passed","Sun Sep 20 10:24:18 UTC 2026","Sun Sep 20 10:25:20 UTC 2026","62714","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[webkit]",""
"passed","Sun Sep 20 10:23:41 UTC 2026","Sun Sep 20 10:24:22 UTC 2026","41107","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[chromium]",""
"passed","Sun Sep 20 10:23:39 UTC 2026","Sun Sep 20 10:24:09 UTC 2026","30913","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[chromium]",""
"passed","Sun Sep 20 10:25:05 UTC 2026","Sun Sep 20 10:25:23 UTC 2026","18074","tests","test_test_cases","TestProducts","","","test_case_09_search_product[webkit]",""
"passed","Sun Sep 20 10:23:35 UTC 2026","Sun Sep 20 10:24:15 UTC 2026","39889","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[firefox]",""
"passed","Sun Sep 20 10:24:20 UTC 2026","Sun Sep 20 10:24:37 UTC 2026","16257","tests","test_test_cases","TestProducts","","","test_case_09_search_product[firefox]",""
"passed","Sun Sep 20 10:23:49 UTC 2026","Sun Sep 20 10:24:19 UTC 2026","29704","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[firefox]",""
"passed","Sun Sep 20 10:25:01 UTC 2026","Sun Sep 20 10:25:54 UTC 2026","52314","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[webkit]",""
"passed","Sun Sep 20 10:24:10 UTC 2026","Sun Sep 20 10:24:28 UTC 2026","17642","tests","test_test_cases","TestProducts","","","test_case_09_search_product[chromium]",""
"passed","Sun Sep 20 10:24:39 UTC 2026","Sun Sep 20 10:24:55 UTC 2026","16410","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[firefox]",""
"passed","Sun Sep 20 10:24:18 UTC 2026","Sun Sep 20 10:24:31 UTC 2026","13338","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[webkit]",""
"passed","Sun Sep 20 10:24:32 UTC 2026","Sun Sep 20 10:25:04 UTC 2026","32014","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[webkit]",""
"passed","Sun Sep 20 10:23:24 UTC 2026","Sun Sep 20 10:24:22 UTC 2026","57938","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[chromium]",""
"passed","Sun Sep 20 10:25:55 UTC 2026","Sun Sep 20 10:26:09 UTC 2026","14507","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[webkit]",""
"passed","Sun Sep 20 10:23:24 UTC 2026","Sun Sep 20 10:24:04 UTC 2026","39768","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[chromium]",""
