"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 06 20:49:21 UTC 2026","Sun Sep 06 20:50:22 UTC 2026","60547","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[webkit]",""
"passed","Sun Sep 06 20:50:04 UTC 2026","Sun Sep 06 20:50:55 UTC 2026","50766","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[webkit]",""
"failed","Sun Sep 06 20:49:57 UTC 2026","Sun Sep 06 20:50:17 UTC 2026","19339","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[firefox]",""
"passed","Sun Sep 06 20:49:21 UTC 2026","Sun Sep 06 20:50:02 UTC 2026","40865","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[webkit]",""
"passed","Sun Sep 06 20:49:21 UTC 2026","Sun Sep 06 20:49:37 UTC 2026","15863","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[webkit-wrongemail@test.com-wrongpass]",""
"passed","Sun Sep 06 20:48:50 UTC 2026","Sun Sep 06 20:49:51 UTC 2026","60520","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[chromium]",""
"passed","Sun Sep 06 20:49:32 UTC 2026","Sun Sep 06 20:50:20 UTC 2026","47344","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[chromium]",""
"passed","Sun Sep 06 20:49:35 UTC 2026","Sun Sep 06 20:50:08 UTC 2026","32143","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[webkit]",""
"passed","Sun Sep 06 20:49:53 UTC 2026","Sun Sep 06 20:50:11 UTC 2026","18011","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[chromium]",""
"failed","Sun Sep 06 20:50:40 UTC 2026","Sun Sep 06 20:51:00 UTC 2026","19597","tests","test_test_cases","TestProducts","","","test_case_09_search_product[firefox]",""
"failed","Sun Sep 06 20:49:59 UTC 2026","Sun Sep 06 20:50:19 UTC 2026","19620","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[firefox]",""
"failed","Sun Sep 06 20:49:59 UTC 2026","Sun Sep 06 20:50:18 UTC 2026","19568","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[firefox]",""
"failed","Sun Sep 06 20:49:15 UTC 2026","Sun Sep 06 20:49:35 UTC 2026","19717","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[firefox]",""
"passed","Sun Sep 06 20:49:21 UTC 2026","Sun Sep 06 20:49:34 UTC 2026","13171","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[webkit]",""
"passed","Sun Sep 06 20:50:24 UTC 2026","Sun Sep 06 20:50:44 UTC 2026","19923","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[webkit]",""
"passed","Sun Sep 06 20:49:37 UTC 2026","Sun Sep 06 20:49:55 UTC 2026","17964","tests","test_test_cases","TestProducts","","","test_case_09_search_product[chromium]",""
"failed","Sun Sep 06 20:49:15 UTC 2026","Sun Sep 06 20:49:35 UTC 2026","19765","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[firefox]",""
"passed","Sun Sep 06 20:48:50 UTC 2026","Sun Sep 06 20:49:31 UTC 2026","40449","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[chromium]",""
"failed","Sun Sep 06 20:50:42 UTC 2026","Sun Sep 06 20:51:02 UTC 2026","19619","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[firefox]",""
"passed","Sun Sep 06 20:50:22 UTC 2026","Sun Sep 06 20:50:36 UTC 2026","13194","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[chromium]",""
"failed","Sun Sep 06 20:49:59 UTC 2026","Sun Sep 06 20:50:19 UTC 2026","19629","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[firefox]",""
"failed","Sun Sep 06 20:49:14 UTC 2026","Sun Sep 06 20:49:34 UTC 2026","19848","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[firefox-wrongemail@test.com-wrongpass]",""
"passed","Sun Sep 06 20:48:50 UTC 2026","Sun Sep 06 20:49:06 UTC 2026","16119","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[chromium-wrongemail@test.com-wrongpass]",""
"passed","Sun Sep 06 20:49:38 UTC 2026","Sun Sep 06 20:50:20 UTC 2026","41606","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[webkit]",""
"passed","Sun Sep 06 20:49:07 UTC 2026","Sun Sep 06 20:49:47 UTC 2026","40254","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[chromium]",""
"passed","Sun Sep 06 20:50:57 UTC 2026","Sun Sep 06 20:51:12 UTC 2026","14366","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[webkit]",""
"passed","Sun Sep 06 20:50:08 UTC 2026","Sun Sep 06 20:50:27 UTC 2026","18360","tests","test_test_cases","TestProducts","","","test_case_09_search_product[webkit]",""
"passed","Sun Sep 06 20:48:50 UTC 2026","Sun Sep 06 20:49:03 UTC 2026","13124","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[chromium]",""
"failed","Sun Sep 06 20:49:15 UTC 2026","Sun Sep 06 20:49:35 UTC 2026","19936","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[firefox]",""
"passed","Sun Sep 06 20:49:04 UTC 2026","Sun Sep 06 20:49:36 UTC 2026","31713","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[chromium]",""
