"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 23 10:35:01 UTC 2026","Wed Sep 23 10:35:41 UTC 2026","39568","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[webkit]",""
"passed","Wed Sep 23 10:34:43 UTC 2026","Wed Sep 23 10:35:13 UTC 2026","29907","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[firefox]",""
"passed","Wed Sep 23 10:34:30 UTC 2026","Wed Sep 23 10:35:30 UTC 2026","60243","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[chromium]",""
"passed","Wed Sep 23 10:34:29 UTC 2026","Wed Sep 23 10:34:42 UTC 2026","13078","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[firefox]",""
"passed","Wed Sep 23 10:35:15 UTC 2026","Wed Sep 23 10:35:32 UTC 2026","16423","tests","test_test_cases","TestProducts","","","test_case_09_search_product[firefox]",""
"passed","Wed Sep 23 10:34:46 UTC 2026","Wed Sep 23 10:35:42 UTC 2026","55901","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[webkit]",""
"passed","Wed Sep 23 10:34:46 UTC 2026","Wed Sep 23 10:35:29 UTC 2026","42298","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[firefox]",""
"passed","Wed Sep 23 10:34:46 UTC 2026","Wed Sep 23 10:35:00 UTC 2026","14175","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[webkit-wrongemail@test.com-wrongpass]",""
"passed","Wed Sep 23 10:35:33 UTC 2026","Wed Sep 23 10:35:51 UTC 2026","18200","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[chromium]",""
"passed","Wed Sep 23 10:35:35 UTC 2026","Wed Sep 23 10:35:52 UTC 2026","16437","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[firefox]",""
"passed","Wed Sep 23 10:34:28 UTC 2026","Wed Sep 23 10:34:45 UTC 2026","16837","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[firefox-wrongemail@test.com-wrongpass]",""
"passed","Wed Sep 23 10:35:27 UTC 2026","Wed Sep 23 10:35:42 UTC 2026","15207","tests","test_test_cases","TestProducts","","","test_case_09_search_product[webkit]",""
"passed","Wed Sep 23 10:35:16 UTC 2026","Wed Sep 23 10:35:33 UTC 2026","16895","tests","test_test_cases","TestProducts","","","test_case_09_search_product[chromium]",""
"passed","Wed Sep 23 10:34:28 UTC 2026","Wed Sep 23 10:35:32 UTC 2026","63115","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[firefox]",""
"passed","Wed Sep 23 10:34:46 UTC 2026","Wed Sep 23 10:35:24 UTC 2026","37747","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[webkit]",""
"passed","Wed Sep 23 10:34:46 UTC 2026","Wed Sep 23 10:35:32 UTC 2026","45791","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[chromium]",""
"passed","Wed Sep 23 10:34:46 UTC 2026","Wed Sep 23 10:34:58 UTC 2026","11544","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[webkit]",""
"passed","Wed Sep 23 10:34:28 UTC 2026","Wed Sep 23 10:35:10 UTC 2026","41907","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[firefox]",""
"passed","Wed Sep 23 10:34:29 UTC 2026","Wed Sep 23 10:34:43 UTC 2026","13477","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[chromium]",""
"passed","Wed Sep 23 10:35:42 UTC 2026","Wed Sep 23 10:35:54 UTC 2026","12451","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[webkit]",""
"passed","Wed Sep 23 10:34:30 UTC 2026","Wed Sep 23 10:34:45 UTC 2026","15855","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[chromium-wrongemail@test.com-wrongpass]",""
"passed","Wed Sep 23 10:35:44 UTC 2026","Wed Sep 23 10:36:00 UTC 2026","16256","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[webkit]",""
"passed","Wed Sep 23 10:34:30 UTC 2026","Wed Sep 23 10:35:11 UTC 2026","41645","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[chromium]",""
"passed","Wed Sep 23 10:35:33 UTC 2026","Wed Sep 23 10:35:49 UTC 2026","15175","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[chromium]",""
"passed","Wed Sep 23 10:34:44 UTC 2026","Wed Sep 23 10:35:15 UTC 2026","31155","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[chromium]",""
"passed","Wed Sep 23 10:35:13 UTC 2026","Wed Sep 23 10:36:01 UTC 2026","47233","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[chromium]",""
"passed","Wed Sep 23 10:35:25 UTC 2026","Wed Sep 23 10:36:08 UTC 2026","42718","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[webkit]",""
"passed","Wed Sep 23 10:34:59 UTC 2026","Wed Sep 23 10:35:26 UTC 2026","27849","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[webkit]",""
"passed","Wed Sep 23 10:35:32 UTC 2026","Wed Sep 23 10:35:44 UTC 2026","11975","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[firefox]",""
"passed","Wed Sep 23 10:35:13 UTC 2026","Wed Sep 23 10:35:59 UTC 2026","46246","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[firefox]",""
