"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 06 21:05:00 UTC 2026","Sun Sep 06 21:05:12 UTC 2026","12366","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[firefox]",""
"passed","Sun Sep 06 21:04:29 UTC 2026","Sun Sep 06 21:04:43 UTC 2026","13216","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[webkit]",""
"failed","Sun Sep 06 21:04:25 UTC 2026","Sun Sep 06 21:04:44 UTC 2026","19437","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[chromium]",""
"failed","Sun Sep 06 21:05:08 UTC 2026","Sun Sep 06 21:05:27 UTC 2026","19612","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[chromium]",""
"passed","Sun Sep 06 21:04:29 UTC 2026","Sun Sep 06 21:05:32 UTC 2026","62547","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[webkit]",""
"failed","Sun Sep 06 21:05:07 UTC 2026","Sun Sep 06 21:05:27 UTC 2026","19552","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[chromium]",""
"passed","Sun Sep 06 21:06:08 UTC 2026","Sun Sep 06 21:06:22 UTC 2026","14591","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[webkit]",""
"failed","Sun Sep 06 21:05:50 UTC 2026","Sun Sep 06 21:06:10 UTC 2026","19591","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[chromium]",""
"passed","Sun Sep 06 21:04:46 UTC 2026","Sun Sep 06 21:05:03 UTC 2026","16736","tests","test_test_cases","TestProducts","","","test_case_09_search_product[firefox]",""
"passed","Sun Sep 06 21:04:00 UTC 2026","Sun Sep 06 21:04:16 UTC 2026","16203","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[firefox-wrongemail@test.com-wrongpass]",""
"failed","Sun Sep 06 21:05:07 UTC 2026","Sun Sep 06 21:05:27 UTC 2026","19623","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[chromium]",""
"passed","Sun Sep 06 21:04:00 UTC 2026","Sun Sep 06 21:04:13 UTC 2026","12775","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[firefox]",""
"failed","Sun Sep 06 21:05:50 UTC 2026","Sun Sep 06 21:06:09 UTC 2026","19540","tests","test_test_cases","TestProducts","","","test_case_09_search_product[chromium]",""
"failed","Sun Sep 06 21:04:24 UTC 2026","Sun Sep 06 21:04:44 UTC 2026","19386","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[chromium]",""
"passed","Sun Sep 06 21:04:47 UTC 2026","Sun Sep 06 21:05:31 UTC 2026","43825","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[webkit]",""
"passed","Sun Sep 06 21:05:05 UTC 2026","Sun Sep 06 21:05:22 UTC 2026","16794","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[firefox]",""
"passed","Sun Sep 06 21:04:44 UTC 2026","Sun Sep 06 21:05:15 UTC 2026","31165","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[webkit]",""
"failed","Sun Sep 06 21:04:24 UTC 2026","Sun Sep 06 21:04:44 UTC 2026","19620","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[chromium-wrongemail@test.com-wrongpass]",""
"passed","Sun Sep 06 21:04:29 UTC 2026","Sun Sep 06 21:05:11 UTC 2026","41540","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[webkit]",""
"passed","Sun Sep 06 21:04:17 UTC 2026","Sun Sep 06 21:04:58 UTC 2026","40214","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[firefox]",""
"failed","Sun Sep 06 21:04:25 UTC 2026","Sun Sep 06 21:04:44 UTC 2026","19552","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[chromium]",""
"failed","Sun Sep 06 21:05:08 UTC 2026","Sun Sep 06 21:05:27 UTC 2026","19661","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[chromium]",""
"passed","Sun Sep 06 21:04:00 UTC 2026","Sun Sep 06 21:05:02 UTC 2026","61078","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[firefox]",""
"passed","Sun Sep 06 21:05:13 UTC 2026","Sun Sep 06 21:06:05 UTC 2026","51503","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[webkit]",""
"passed","Sun Sep 06 21:04:29 UTC 2026","Sun Sep 06 21:04:46 UTC 2026","16368","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[webkit-wrongemail@test.com-wrongpass]",""
"passed","Sun Sep 06 21:04:00 UTC 2026","Sun Sep 06 21:04:41 UTC 2026","40685","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[firefox]",""
"passed","Sun Sep 06 21:05:16 UTC 2026","Sun Sep 06 21:05:34 UTC 2026","17956","tests","test_test_cases","TestProducts","","","test_case_09_search_product[webkit]",""
"passed","Sun Sep 06 21:04:14 UTC 2026","Sun Sep 06 21:04:44 UTC 2026","29916","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[firefox]",""
"passed","Sun Sep 06 21:04:43 UTC 2026","Sun Sep 06 21:05:28 UTC 2026","44593","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[firefox]",""
"passed","Sun Sep 06 21:05:35 UTC 2026","Sun Sep 06 21:05:55 UTC 2026","19795","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[webkit]",""
