"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 22 10:44:11 UTC 2026","Tue Sep 22 10:44:57 UTC 2026","46343","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[webkit]",""
"passed","Tue Sep 22 10:43:20 UTC 2026","Tue Sep 22 10:44:04 UTC 2026","43498","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[chromium]",""
"passed","Tue Sep 22 10:45:01 UTC 2026","Tue Sep 22 10:45:22 UTC 2026","21202","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[webkit]",""
"passed","Tue Sep 22 10:44:42 UTC 2026","Tue Sep 22 10:45:35 UTC 2026","53063","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[webkit]",""
"passed","Tue Sep 22 10:44:30 UTC 2026","Tue Sep 22 10:44:47 UTC 2026","17825","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[chromium]",""
"passed","Tue Sep 22 10:44:43 UTC 2026","Tue Sep 22 10:45:02 UTC 2026","18848","tests","test_test_cases","TestProducts","","","test_case_09_search_product[webkit]",""
"passed","Tue Sep 22 10:43:07 UTC 2026","Tue Sep 22 10:44:12 UTC 2026","65047","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[firefox]",""
"passed","Tue Sep 22 10:43:39 UTC 2026","Tue Sep 22 10:44:23 UTC 2026","44177","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[chromium]",""
"passed","Tue Sep 22 10:44:10 UTC 2026","Tue Sep 22 10:44:29 UTC 2026","19220","tests","test_test_cases","TestProducts","","","test_case_09_search_product[chromium]",""
"passed","Tue Sep 22 10:43:07 UTC 2026","Tue Sep 22 10:43:25 UTC 2026","17721","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[firefox-wrongemail@test.com-wrongpass]",""
"passed","Tue Sep 22 10:43:20 UTC 2026","Tue Sep 22 10:43:38 UTC 2026","17888","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[chromium-wrongemail@test.com-wrongpass]",""
"passed","Tue Sep 22 10:43:55 UTC 2026","Tue Sep 22 10:44:39 UTC 2026","43563","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[webkit]",""
"passed","Tue Sep 22 10:43:56 UTC 2026","Tue Sep 22 10:44:13 UTC 2026","17014","tests","test_test_cases","TestProducts","","","test_case_09_search_product[firefox]",""
"passed","Tue Sep 22 10:44:12 UTC 2026","Tue Sep 22 10:44:24 UTC 2026","11909","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[firefox]",""
"passed","Tue Sep 22 10:43:20 UTC 2026","Tue Sep 22 10:44:27 UTC 2026","66055","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[chromium]",""
"passed","Tue Sep 22 10:44:24 UTC 2026","Tue Sep 22 10:44:39 UTC 2026","15301","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[chromium]",""
"passed","Tue Sep 22 10:43:53 UTC 2026","Tue Sep 22 10:44:38 UTC 2026","44987","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[firefox]",""
"passed","Tue Sep 22 10:43:55 UTC 2026","Tue Sep 22 10:44:07 UTC 2026","11941","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[webkit]",""
"passed","Tue Sep 22 10:43:26 UTC 2026","Tue Sep 22 10:44:09 UTC 2026","43424","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[firefox]",""
"passed","Tue Sep 22 10:44:16 UTC 2026","Tue Sep 22 10:44:32 UTC 2026","15980","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[firefox]",""
"passed","Tue Sep 22 10:43:22 UTC 2026","Tue Sep 22 10:43:54 UTC 2026","32377","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[firefox]",""
"passed","Tue Sep 22 10:43:07 UTC 2026","Tue Sep 22 10:43:51 UTC 2026","44043","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[firefox]",""
"passed","Tue Sep 22 10:43:35 UTC 2026","Tue Sep 22 10:44:09 UTC 2026","34248","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[chromium]",""
"passed","Tue Sep 22 10:43:55 UTC 2026","Tue Sep 22 10:44:58 UTC 2026","62775","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[webkit]",""
"passed","Tue Sep 22 10:43:07 UTC 2026","Tue Sep 22 10:43:20 UTC 2026","13725","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[firefox]",""
"passed","Tue Sep 22 10:43:20 UTC 2026","Tue Sep 22 10:43:33 UTC 2026","12355","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[chromium]",""
"passed","Tue Sep 22 10:43:55 UTC 2026","Tue Sep 22 10:44:10 UTC 2026","14358","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[webkit-wrongemail@test.com-wrongpass]",""
"passed","Tue Sep 22 10:44:06 UTC 2026","Tue Sep 22 10:44:55 UTC 2026","48780","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[chromium]",""
"passed","Tue Sep 22 10:45:34 UTC 2026","Tue Sep 22 10:45:48 UTC 2026","14481","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[webkit]",""
"passed","Tue Sep 22 10:44:08 UTC 2026","Tue Sep 22 10:44:41 UTC 2026","33016","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[webkit]",""
