"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 24 10:52:47 UTC 2026","Thu Sep 24 10:53:21 UTC 2026","33907","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[chromium]",""
"passed","Thu Sep 24 10:52:47 UTC 2026","Thu Sep 24 10:53:00 UTC 2026","13031","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[chromium-wrongemail@test.com-wrongpass]",""
"passed","Thu Sep 24 10:53:46 UTC 2026","Thu Sep 24 10:54:23 UTC 2026","36799","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[firefox]",""
"passed","Thu Sep 24 10:53:57 UTC 2026","Thu Sep 24 10:54:15 UTC 2026","18132","tests","test_test_cases","TestProducts","","","test_case_09_search_product[webkit]",""
"passed","Thu Sep 24 10:53:09 UTC 2026","Thu Sep 24 10:53:52 UTC 2026","42790","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[webkit]",""
"passed","Thu Sep 24 10:54:17 UTC 2026","Thu Sep 24 10:54:37 UTC 2026","19781","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[webkit]",""
"passed","Thu Sep 24 10:52:58 UTC 2026","Thu Sep 24 10:53:26 UTC 2026","27871","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[chromium]",""
"passed","Thu Sep 24 10:54:00 UTC 2026","Thu Sep 24 10:54:10 UTC 2026","9404","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[firefox]",""
"passed","Thu Sep 24 10:53:25 UTC 2026","Thu Sep 24 10:53:59 UTC 2026","34288","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[firefox]",""
"passed","Thu Sep 24 10:52:47 UTC 2026","Thu Sep 24 10:52:57 UTC 2026","10612","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[chromium]",""
"passed","Thu Sep 24 10:53:22 UTC 2026","Thu Sep 24 10:54:02 UTC 2026","39914","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[chromium]",""
"passed","Thu Sep 24 10:53:11 UTC 2026","Thu Sep 24 10:54:02 UTC 2026","51018","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[firefox]",""
"passed","Thu Sep 24 10:53:09 UTC 2026","Thu Sep 24 10:54:14 UTC 2026","65037","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[webkit]",""
"passed","Thu Sep 24 10:53:09 UTC 2026","Thu Sep 24 10:53:23 UTC 2026","13851","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[webkit]",""
"passed","Thu Sep 24 10:53:24 UTC 2026","Thu Sep 24 10:53:56 UTC 2026","31793","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[webkit]",""
"passed","Thu Sep 24 10:53:00 UTC 2026","Thu Sep 24 10:53:36 UTC 2026","35187","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[chromium]",""
"passed","Thu Sep 24 10:53:54 UTC 2026","Thu Sep 24 10:54:46 UTC 2026","51684","tests","test_test_cases","TestAccountManagement","","","test_case_02_login_correct_credentials[webkit]",""
"passed","Thu Sep 24 10:54:04 UTC 2026","Thu Sep 24 10:54:17 UTC 2026","13840","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[firefox]",""
"passed","Thu Sep 24 10:53:50 UTC 2026","Thu Sep 24 10:54:03 UTC 2026","12929","tests","test_test_cases","TestProducts","","","test_case_09_search_product[firefox]",""
"passed","Thu Sep 24 10:53:39 UTC 2026","Thu Sep 24 10:53:54 UTC 2026","14338","tests","test_test_cases","TestNavigation","","","test_case_06_contact_us_form[chromium]",""
"passed","Thu Sep 24 10:53:27 UTC 2026","Thu Sep 24 10:54:11 UTC 2026","43292","tests","test_test_cases","TestAccountManagement","","","test_case_04_logout_user[webkit]",""
"passed","Thu Sep 24 10:52:47 UTC 2026","Thu Sep 24 10:53:38 UTC 2026","51143","tests","test_test_cases","TestAccountManagement","","","test_case_05_register_existing_email[chromium]",""
"passed","Thu Sep 24 10:53:11 UTC 2026","Thu Sep 24 10:53:24 UTC 2026","13827","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[firefox-wrongemail@test.com-wrongpass]",""
"passed","Thu Sep 24 10:53:36 UTC 2026","Thu Sep 24 10:53:48 UTC 2026","11434","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[chromium]",""
"passed","Thu Sep 24 10:53:10 UTC 2026","Thu Sep 24 10:53:21 UTC 2026","10866","tests","test_test_cases","TestNavigation","","","test_case_07_verify_test_cases_page[firefox]",""
"passed","Thu Sep 24 10:54:47 UTC 2026","Thu Sep 24 10:55:02 UTC 2026","15293","tests","test_test_cases","TestSubscription","","","test_case_10_subscription_home_page[webkit]",""
"passed","Thu Sep 24 10:53:11 UTC 2026","Thu Sep 24 10:53:45 UTC 2026","34384","tests","test_test_cases","TestAccountManagement","","","test_case_01_register_user[firefox]",""
"passed","Thu Sep 24 10:53:09 UTC 2026","Thu Sep 24 10:53:26 UTC 2026","16962","tests","test_test_cases","TestAccountManagement","","","test_case_03_login_incorrect_credentials[webkit-wrongemail@test.com-wrongpass]",""
"passed","Thu Sep 24 10:53:22 UTC 2026","Thu Sep 24 10:53:49 UTC 2026","26997","tests","test_test_cases","TestProducts","","","test_case_08_all_products_and_detail_page[firefox]",""
"passed","Thu Sep 24 10:53:26 UTC 2026","Thu Sep 24 10:53:40 UTC 2026","13508","tests","test_test_cases","TestProducts","","","test_case_09_search_product[chromium]",""
